district,disaster_type,month,district_monthly_count
"Spiti Valley, Himachal Pradesh",Landslide,7,1
"Srawan Village(?), Batote-Doda-Kishtwar Road, Kishtwar District",Landslide,3,1
Srikakulam,Cyclone,11,3
Srikakulam,Cyclone,12,1
Srikakulam,Flood,6,1
Srikakulam Coast,Cyclone,5,1
Srinagar,Flood,2,1
Srinagar,Flood,9,1
Srinagar Muzafarabad Road,Landslide,12,1
"Srinagar-Garhwal Area Of Pauri District, Uttarakhand, Uttranchal",Landslide,8,1
"Srinagar-Jammu Highway Near Asar, Doda And Kishtwar Districts",Landslide,6,1
"Srinagar-Jammu Highway, Ramban District",Landslide,11,1
"Srinagar-Jammu Highway, Ramban, Jammu",Landslide,4,1
"Srinagar-Jammu Highway, RäMban District",Landslide,6,1
"Srinagar-Jammu Hwy, Between Sheeri And Banihal,  Jammu And Kashmir(Midpoint)",Landslide,9,1
Srinagar-Jammu National Highway,Landslide,3,1
"Srinagar-Jammu Natl. Hwy., At Digdole(Digdol)(9 Km South Of Panthal), Srinagar, Jammu And Kashmir",Landslide,2,1
"Srinagar-Jammu Natl. Hwy., At Panthal, Srinagar, Jammu And Kashmir",Landslide,2,1
Srinagar-Leh Highway At Gomri,Landslide,5,1
"Srinagar-Leh Highway In Shutkady Near Sonamarg, Ganderbal District, Jammu And Kashmir, India",Landslide,8,1
"Srinagar-Leh National Highway, Captain Mode, Kashmir Valley",Landslide,5,1
Srinagar-Muzaffarabad Road Near Dankhan Area In Baramulla,Landslide,5,1
"Srinigar-Jammu Highway, Gangroo, Udhampur",Landslide,11,1
Srinigar-Ladakh Highway,Landslide,6,1
"St Inez Construction Site, Panaji",Landslide,11,1
"St Mary'S Hill, 3 Km From Kurseong, West Bengal",Landslide,6,1
Subarnapur,Flood,5,1
Subarnapur,Flood,7,1
Sukhiapokhari,Landslide,1,1
Sukhidhang Area Of Champawat District In Uttarakhand,Landslide,7,1
"Sunali, Uttarakhand",Landslide,7,1
Sundarbans,Cyclone,5,1
Sundargarh,Earthquake,6,1
Sundargarh / Jharsuguda,Earthquake,3,1
Sundarnagar,Earthquake,7,1
Sundarnagar,Earthquake,10,1
Sundarnagar,Earthquake,12,1
Supaul,Flood,7,3
Supaul,Flood,8,1
Surankote In Jammu And Kashmir,Landslide,9,1
Surat,Cyclone,11,1
Surat,Flood,7,4
Surat / Bharuch,Earthquake,11,1
Surjan Village In Bani Mountainous Belt In Kathua District (,Landslide,2,1
"Suruhuto Town, Nagaland",Landslide,4,1
"Taithu Village, Churanchandpur District, Mizoram, Manipur",Landslide,9,1
"Takdah, West Bengal",Landslide,9,1
Talakebail In Vajralli Gram Panchayat In Yellapur,Landslide,7,1
"Taloda, Nandurbar, Maharashtra",Landslide,9,1
Tamabong Village In Sikkim State,Landslide,1,1
Tamei Constituency In Tamenlong District,Landslide,4,1
"Tamei, Tamenglong District On Imphal-Tamenglong (It) Road",Landslide,8,1
Tamenglong,Landslide,7,2
Tamenglong,Landslide,8,1
Tamenglong Ward No-Iv,Landslide,7,1
"Tamenglong, Manipur",Landslide,1,1
"Tamenglong- Khongsang Road, Manipur",Landslide,1,1
Tamil Nadu Coast,Cyclone,1,6
Tamil Nadu Coast,Cyclone,2,1
Tamil Nadu Coast,Cyclone,3,4
Tamil Nadu Coast,Cyclone,4,1
Tamil Nadu Coast,Cyclone,5,3
Tamil Nadu Coast,Cyclone,9,3
Tamil Nadu Coast,Cyclone,10,13
Tamil Nadu Coast,Cyclone,11,34
Tamil Nadu Coast,Cyclone,12,27
"Tanakupur-Pitoragarh Highway, Kumaon(Kumaun) Region, Uttarakhand",Landslide,7,1
Tapi,Flood,1,1
"Tapri Near Rekong Peo, Kinnaur District",Landslide,6,1
Tarn Taran,Flood,1,1
"Tathangchen, Gangtok, Sikkim",Landslide,6,1
Tawang,Earthquake,7,1
Tawang,Earthquake,11,1
Tawang,Earthquake,12,1
Tawang,Flood,5,1
"Tawang Monastery, Arunachal Pradesh",Landslide,11,1
"Tawang, Arunachal Pradesh",Landslide,4,1
"Tawari Bridge, Chamba District Of Himachal Pradesh",Landslide,2,1
"Techahan Ward, Mon, Nagaland, India",Landslide,4,1
"Tefana, Uttarakhand",Landslide,7,1
Tehri,Earthquake,3,1
Tehri,Flood,7,1
Tehri,Landslide,7,4
Tezpur,Earthquake,3,1
Tezpur,Earthquake,4,1
Tezpur,Earthquake,6,1
Tezpur,Earthquake,8,1
Tezpur,Earthquake,11,1
"Thadiyambadu Near Painavu, Kerala",Landslide,5,1
"Thampanoor, Thiruvananthapuram, Kerala",Landslide,11,1
Thana Village,Landslide,4,1
Thane,Flood,1,1
Thang,Earthquake,5,1
"Thang Bridge 10 Km From Turtuk, Leh, Jammu And Kashmir",Landslide,12,1
Thanmandi Area Of Rajouri,Landslide,6,1
"Tharon(?) And Langol Tarung Villages, Thangmeiband Constituency, Imphal, Manipur",Landslide,8,1
Thatichetlapalem,Landslide,12,1
The 10-Storeyed Hill View Building The 10-Storeyed Hill View Building,Landslide,8,1
The Cave Shrine Located In Trikuta Hills Of Reasi District,Landslide,6,1
"The Chardham Yatra, Shrines Of Badrinath, Kedarnath, Gangotri, And Yamunotri",Landslide,12,1
The Dangs,Flood,1,1
The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,Landslide,8,1
"The Leh-Manali Hwy, Himachal Pradesh",Landslide,6,1
The Ridge In Downtown Shimla,Landslide,12,1
"The Rishikesh-Gangotri National Highway, Sainj",Landslide,7,1
The Sikh Shrine In Manikaran,Landslide,8,1
Theni,Flood,6,1
"Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",Landslide,6,1
"Theog-Kotkhai-Jubbal Road, Himachal Pradesh",Landslide,9,1
"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",Landslide,1,1
"Thirpak, Uttarakhand",Landslide,7,1
Thiruvallur,Flood,11,1
Thiruvananthapuram,Flood,1,2
Thiruvananthapuram,Flood,3,2
Thiruvananthapuram,Flood,5,1
Thiruvananthapuram,Flood,7,1
Thiruvananthapuram,Flood,8,1
Thiruvananthapuram,Flood,10,2
Thiruvananthapuram,Flood,11,1
Thiruvananthapuram,Flood,12,1
Thiruvananthapuram,Landslide,11,1
"Thiruvankulam, Kerala",Landslide,2,1
"Thodpuzha(Thodupuzha) Municipality, Idukki, Kerala",Landslide,2,1
Three Graveyards Within Aizawl,Landslide,8,1
Thrissur,Flood,1,1
Thrissur,Flood,3,2
Thrissur,Flood,7,1
Thrissur,Flood,8,2
Thrissur,Flood,10,2
"Tikri Village(?) Near Loc, Uri Sector, Baramulla District, Jammu And Kashmir",Landslide,10,1
Tindharia And Rong Tong,Landslide,9,1
Tindharia Railway Maintenance Shed,Landslide,7,1
Tinsukia,Flood,1,2
Tinsukia,Flood,7,1
Tinsukia,Flood,9,1
"Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh",Landslide,7,1
"Tirap , Arunachal Pradesh",Landslide,6,1
"Tirumala, Andhra Pradesh",Landslide,11,1
Tirunelveli/Thoothukudi,Cyclone,11,1
"Tizu, Nagaland",Landslide,4,1
"Tobu, Nagaland",Landslide,8,1
Tongseng,Landslide,8,1
Tonk,Flood,11,1
"Tottilagundi, Dakshina Kannada District",Landslide,6,1
Tousem,Landslide,11,1
"Toy Train Rails Between Siliguri And Darjeeling, West Bengal",Landslide,4,1
"Toyota Showroom, Goa, India",Landslide,1,1
"Tracks Near Kulshekar, Between Padil And Thokur, Mangalore To Mumbai",Landslide,6,1
"Trail Between Adh Kuwari(Adhkuwari) Temple And Shri Mata Vaishno Devi Cave Shrine, Trikuta Hills(?), Near Katra, Reasi, Jammu And Kashmir",Landslide,2,1
Tripi (Tirpai?) Road Of Upper Gumfa Area In Kalimpong,Landslide,6,1
Tsarap River,Landslide,12,1
Tuensang,Earthquake,1,1
Tuensang,Earthquake,2,1
Tuensang,Earthquake,3,1
Tuensang,Earthquake,4,2
Tuensang,Earthquake,6,1
Tuensang,Earthquake,7,2
Tuensang,Earthquake,9,1
Tuensang,Earthquake,11,1
"Tuensang, Nagaland",Landslide,6,1
"Tuensang-Kohima Rd, 3 Km Outside Tuensang, Nagaland",Landslide,8,1
"Tuensang-Shamatore(Sampurre) Rd, Nagaland",Landslide,8,1
"Tuikual 'C', Aizawl, Mizoram",Landslide,9,1
"Tuitung Village, Khengjoi",Landslide,1,1
Tumkur,Flood,1,2
Tumkur,Flood,4,1
Tunnel Number 16 On The Jammu-Udhampur Section,Landslide,6,1
Tura,Earthquake,3,1
Tura,Earthquake,6,1
Tura,Earthquake,9,2
Tura,Earthquake,12,2
Tura,Landslide,7,1
Tura Civil Hospital,Landslide,8,1
"Tusom, Manipur",Landslide,10,1
"Tuting, Upper Siang , Arunachal Pradesh",Landslide,5,1
"Tyakshi(?) Village Near Turtuk(Nubra Valley) On Leh-Saichen(Siachan) Rd, Jammu And Kashmir",Landslide,5,1
Type-Iv Colony Of Seppa In East Kameng,Landslide,7,1
Udalguri,Earthquake,7,1
Udalguri,Flood,1,1
Udhagamandalam,Landslide,6,1
Udupi,Flood,10,1
Uhl River In Kamand Area,Landslide,9,1
Ukhrul,Landslide,7,1
Ukhrul Nh 201-Jessami Road,Landslide,1,1
Ukhrul Town Circular Road From Rayotang To Viewland Zone Ii,Landslide,1,1
"Ukhrul, Manipur",Landslide,9,1
Umarga,Earthquake,6,1
Umarga,Earthquake,9,1
"Umling, Meghalaya 793102, India",Landslide,6,1
Una,Cyclone,9,1
Una,Earthquake,8,1
Una,Flood,1,1
Una,Flood,5,1
Una,Flood,8,1
Under The Third And Fourth Padil-Bajal Under-Bridge Railway Tracks,Landslide,4,1
Unnao,Flood,11,1
Upper Kodaikanal Road,Landslide,7,1
"Upper Shimla, Himachal Pradesh",Landslide,7,1
Upper Subansiri,Flood,11,1
Upper Subansiri,Landslide,1,1
"Upper Subansiri District, Arunanchal Pradesh",Landslide,12,1
Uri,Earthquake,1,2
Uri,Earthquake,2,2
Uri,Earthquake,3,1
Uri,Earthquake,5,1
Uri,Earthquake,9,1
Uri,Earthquake,10,1
Uri,Earthquake,11,1
Uri,Landslide,3,1
"Uri, Baramulla District",Landslide,3,1
"Urni, Satluj River, Kinnaur District, Himachal Pradesh, India",Landslide,6,1
Uttar Pradesh,Landslide,7,1
Uttara Kannada,Flood,1,1
Uttara Kannada,Flood,3,1
Uttara Kannada,Flood,6,1
Uttara Kannada,Flood,11,1
Uttarakhand,Landslide,10,1
Uttarakhand And The Uttar Pradesh,Landslide,12,1
Uttark?Shi,Earthquake,10,1
Uttark?Shi,Earthquake,11,1
Uttarkashi,Earthquake,2,2
Uttarkashi,Earthquake,4,1
Uttarkashi,Earthquake,7,1
Uttarkashi,Earthquake,8,3
Uttarkashi,Earthquake,9,1
Uttarkashi,Earthquake,10,2
Uttarkashi,Earthquake,11,1
Uttarkashi,Landslide,7,6
Uttarkashi,Landslide,9,1
Uttarkashi,Landslide,10,1
Uttarkashi District,Landslide,7,1
"Uttarkashi Town, Uttarakhand",Landslide,12,1
"Uttarkashi, Uttarakhand",Landslide,7,1
"Uttarkashi, Uttarakhand",Landslide,8,1
"Uttarkashi, Uttarakhand,",Landslide,8,1
V?S?Vadar,Earthquake,11,1
"Vadad-Hasol Village Near Rajapur In Ratnagiri District, Maharastra",Landslide,1,1
Vadodara,Flood,1,1
Vadodara,Flood,7,2
Vaishali,Flood,1,1
Vaishnodevi In Trikuta Hills Of Reasi District,Landslide,3,1
"Valiyasalai, Thiruvananthapuram, Kerala",Landslide,11,1
Valley Of Flowers Near Badrinath,Landslide,4,1
Valsad,Flood,1,1
"Vamanapuram, Thiruvananthapuram District In The State Of Kerala",Landslide,12,1
"Vannappuram, Kerala,",Landslide,10,1
Varanasi,Flood,7,5
"Varunavat Mountain, Uttarkashi",Landslide,7,1
Vasco,Landslide,7,2
"Vazhavara, Idukki, Kerala, India",Landslide,6,1
"Velnal Village, Tamei Sub-Division And Toribari Village (3 Kilometer Toward Tamei From Kangpokpi)",Landslide,8,1
"Vengola, Kerala",Landslide,7,1
Veraval,Cyclone,6,1
Vidisha,Flood,2,1
Vijaywada(Vijayawada),Landslide,5,1
"Village In Pangi Valley, Chamba District",Landslide,12,1
Village Mohechiwadi Under Karjat Taluka Of Raigad District,Landslide,6,1
"Villages Pilkha(?), Devali(?), And Balta(?), Avalbagh Block(?), Almora(Almorah) District, Uttarakhand",Landslide,9,1
"Villages Shapoo(?), Bazgo(?) And Wide Area Around Leh, Ladakh, Jammu And Kashmir",Landslide,6,1
Villages Surrounding The West Sikkim District Of,Landslide,6,1
"Villanchira, Near Neryamangalam",Landslide,5,1
Vinukonda,Earthquake,8,1
Vip Road,Landslide,9,1
Virudunagar,Flood,12,1
Visakhapatnam,Flood,1,1
Visakhapatnam/Srikakulam,Cyclone,1,1
Visakhapatnam/Srikakulam,Cyclone,6,4
Visakhapatnam/Srikakulam,Cyclone,7,1
Visakhapatnam/Srikakulam,Cyclone,8,5
Visakhapatnam/Srikakulam,Cyclone,9,12
Visakhapatnam/Srikakulam,Cyclone,10,12
Visakhapatnam/Srikakulam,Cyclone,11,5
Vishakhapatnam,Cyclone,1,1
Vishakhapatnam,Cyclone,4,1
Vishakhapatnam,Cyclone,5,1
Vishakhapatnam,Cyclone,9,1
Vishakhapatnam,Cyclone,10,2
Vishakhapatnam,Cyclone,11,1
"Vishnuprayag, Joshimath",Landslide,4,1
Vizianagaram,Cyclone,10,1
Vizianagaram,Flood,1,1
"Vollant, Vasco, Behind The Ktc Bus Stand, Goa, India",Landslide,6,1
W?Ngjing,Earthquake,1,6
W?Ngjing,Earthquake,2,3
W?Ngjing,Earthquake,3,9
W?Ngjing,Earthquake,4,9
W?Ngjing,Earthquake,5,7
W?Ngjing,Earthquake,6,4
W?Ngjing,Earthquake,7,4
W?Ngjing,Earthquake,8,14
W?Ngjing,Earthquake,9,8
W?Ngjing,Earthquake,10,4
W?Ngjing,Earthquake,11,7
W?Ngjing,Earthquake,12,8
"Wadpora, Budgam Near Vidyala School",Landslide,5,1
"Walo Ward, Mon Town, Wokha District, Nagaland",Landslide,1,1
Wamkhu Village Along The Tengnoupal-Joupi Road In Chandel District,Landslide,10,1
Warangal,Flood,2,1
Warangal,Flood,5,1
Warangal,Flood,6,1
Warangal,Flood,8,1
Wardha,Flood,6,1
Wardha,Flood,8,1
Washim,Flood,3,1
Washim,Flood,12,1
Wayanad,Flood,1,1
Wayanad,Flood,2,1
Wayanad,Flood,3,1
Wayanad,Flood,6,1
Wayanad,Flood,7,2
Wayanad,Flood,10,3
Wayanad,Flood,11,1
Wayanad,Flood,12,1
Wayanad,Landslide,6,1
Wayanad,Landslide,8,3
"Wayang, Khengjoi",Landslide,1,1
West Bengal,Cyclone,11,1
West Bengal Coast,Cyclone,4,2
West Bengal Coast,Cyclone,5,12
West Bengal Coast,Cyclone,6,22
West Bengal Coast,Cyclone,7,30
West Bengal Coast,Cyclone,8,37
West Bengal Coast,Cyclone,9,22
West Bengal Coast,Cyclone,10,17
West Bengal Coast,Cyclone,11,12
West Bengal Coast,Cyclone,12,4
West Bengal-Sikkim At Highway Rambi,Landslide,7,1
West Garo Hills,Landslide,7,1
West Godavari,Flood,2,1
West Godavari,Flood,6,1
West Godavari,Flood,8,2
West Kameng,Landslide,1,1
West Kameng / East Kameng,Earthquake,1,5
West Kameng / East Kameng,Earthquake,2,3
West Kameng / East Kameng,Earthquake,3,2
West Kameng / East Kameng,Earthquake,4,1
West Kameng / East Kameng,Earthquake,5,1
West Kameng / East Kameng,Earthquake,6,5
West Kameng / East Kameng,Earthquake,7,2
West Kameng / East Kameng,Earthquake,8,2
West Kameng / East Kameng,Earthquake,9,6
West Kameng / East Kameng,Earthquake,10,4
West Kameng / East Kameng,Earthquake,11,3
West Kameng / East Kameng,Earthquake,12,1
"West Kameng, Arunachal Pradesh",Landslide,10,1
West Siang,Landslide,7,1
West Tripura,Earthquake,2,1
West Tripura,Earthquake,5,1
West Tripura,Earthquake,6,2
West Tripura,Earthquake,7,1
West Tripura,Earthquake,8,1
West Tripura,Earthquake,11,1
Willong-Yangkhullen Stretch,Landslide,7,1
Wokha,Earthquake,2,1
Yadgir,Flood,5,1
Yairipok,Earthquake,1,2
Yairipok,Earthquake,3,2
Yairipok,Earthquake,4,1
Yairipok,Earthquake,5,2
Yairipok,Earthquake,6,1
Yairipok,Earthquake,7,1
Yairipok,Earthquake,8,4
Yairipok,Earthquake,9,2
Yairipok,Earthquake,10,2
Yairipok,Earthquake,11,1
Yairipok,Earthquake,12,1
"Yakshu, Nagaland",Landslide,8,1
Yamnotri Highway,Landslide,8,1
Yamunotri,Landslide,9,1
Yamunotri Route,Landslide,8,1
Yanam,Cyclone,10,1
Yangkhullen-Tamphung Road Till Nagaland Border,Landslide,7,1
Yavatmal,Flood,5,1
"Yedakumeri, Bengaluru-Mangaluru Train",Landslide,8,1
Yedakumeri-Shiribagilu In The Hassan-Mangalore Section Of The Line.,Landslide,12,1
"Zang(?), East Sikkim",Landslide,7,1
"Zembabawk, Aizawl",Landslide,7,1
Zero Near Kurseong,Landslide,10,1
"Zhekuto, Nagaland",Landslide,4,1
Zojila Pass,Landslide,5,1
Zojila Pass,Landslide,8,1
"Zojila, India (Srinagar-Kargil Road)",Landslide,4,1
Zunheboto,Earthquake,2,1
Zunheboto,Earthquake,4,1
Zunheboto District,Landslide,8,1
"Zunheboto, Nagaland",Landslide,4,1
"Zunheboto, Nagaland",Landslide,6,1
"Zunheboto, Nagaland, India",Landslide,7,1
Â Arunachal Pradeshâ,Landslide,9,1
"Â Between Harangajao And Mailongdisa, Assa,",Landslide,3,1
"Â Chungthang And Pegong. Houses, Between Rangma And Chungthang",Landslide,9,1
Â Jammu-Srinagar,Landslide,5,1
"Â Varai, Maharashtra",Landslide,4,1
